EFFECTNAME;UNIT;SPELL;LEVEL_1;LEVEL_3;LEVEL_2;LEVEL_4;LEVEL_5
While this card is on the field, all rank 1 creature cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 creature cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 1 spell cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 creature cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 2 spell cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 creature cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 3 spell cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 4 creature cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards gain 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 100 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 100 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 200 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 200 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 25 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 25 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 300 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 300 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 400 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 400 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 50 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 50 defense.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 500 attack.;False;True;False;False;False;False;False
While this card is on the field, all rank 5 creature cards lose 500 defense.;False;True;False;False;False;False;False
While this card is on the field, all reptile cards gain 100 attack.;True;False;True;True;True;True;True
While this card is on the field, all reptile cards gain 100 defense.;True;False;True;True;True;True;True
While this card is on the field, all reptile cards gain 200 attack.;True;False;True;True;True;True;True
While this card is on the field, all reptile cards gain 200 defense.;True;False;True;True;True;True;True
While this card is on the field, all reptile cards gain 25 attack.;True;False;True;True;True;True;True
While this card is on the field, all reptile cards gain 25 defense.;True;False;True;True;True;True;True
While this card is on the field, all reptile cards gain 300 attack.;True;False;True;True;True;True;True
While this card is on the field, all reptile cards gain 300 defense.;True;False;True;True;True;True;True
While this card is on the field, all reptile cards gain 400 attack.;True;False;True;True;True;True;True
While this card is on the field, all reptile cards gain 400 defense.;True;False;True;True;True;True;True
While this card is on the field, all reptile cards gain 50 attack.;True;False;True;True;True;True;True
